ID,Resort,Latitude,Longitude,Country,Continent,Price,Season,Highest point,Lowest point,Beginner slopes,Intermediate slopes,Difficult slopes,Total slopes,Longest run,Snow cannons,Surface lifts,Chair lifts,Gondola lifts,Total lifts,Lift capacity,Child friendly,Snowparks,Nightskiing,Summer skiing,Minimum_distance,Closest_snow_lat,Closest_snow_lon,Closest_snow_lat_degrees
342,Jasna? Ni?zke Tatry-Chopok,0.8546336232010554,0.3417529220656105,Slovakia,Europe,39,December - May,2004,943,19,17,7,43,6,527,19,8,5,32,35225,Yes,Yes,Yes,No,0.0017788380434457863,48.87499999999999,19.624999999999996,2800.333589042491
343,Mitsumata-?Kagura-?Tashiro-Mt. Naeba-,0.6351899261832944,2.4275594118545385,Japan,Asia,44,November - May,1845,620,7,8,8,23,0,0,0,19,4,23,31400,Yes,Yes,No,No,0.0007078850534759693,36.37499999999999,139.12499999999997,2084.1357401825185
344,Tanda?dalen-?Hundfja?llet-Sa?len-,1.0677783781636554,0.22675201274131665,Sweden,Europe,41,November - May,872,572,18,15,12,45,3,0,42,4,0,46,42636,Yes,Yes,Yes,No,0.0022499583208914304,61.12499999999999,12.874999999999998,3502.2074809252636
345,Appi Kogen,0.6983474514704777,2.4608715965224723,Japan,Asia,43,Unknown,1328,500,13,18,13,44,0,0,2,14,2,18,23800,Yes,No,No,No,0.0029063284018078653,40.12499999999999,140.875,2298.9950948405103
346,Gazprom Mountain Resort-Laura-� Esto-Sadok-Sotschi-,0.7624439089969444,0.7030518009813888,Russia,Europe,32,December - April,949,547,7,10,2,19,3,0,6,6,6,18,27874,Yes,No,Yes,No,0.0019312282743014766,43.625,40.37499999999999,2499.530492521303
347,Rusutsu,0.7459081378146499,2.458738921169661,Japan,Asia,45,November - April,994,400,12,16,12,40,0,0,3,14,4,21,31128,Yes,Yes,Yes,No,0.0019621905778088146,42.62499999999999,140.875,2442.2346646125047
348,Steinplatte-?Winklmoosalm-Waidring-?Reit im Winkl,0.8505491861915665,0.27175742402718883,Austria,Europe,46,November - April,1860,740,18,22,2,42,12,107,3,9,2,14,31940,Yes,Yes,No,No,0.0021095864475466418,48.62499999999999,15.624999999999998,2786.0096320652915
349,Uludag?-Bursa,0.6993620820661388,0.5100198542643444,Turkey,Asia,0,Unknown,1767,395,10,15,3,28,0,0,8,6,2,16,19637,Yes,Yes,No,No,0.0019417849417228278,40.12499999999999,29.124999999999996,2298.9950948405103
350,Rigi,0.8212939775458666,0.14809657194423886,Switzerland,Europe,44,Unknown,1315,439,4,4,0,8,0,0,4,0,3,7,6500,Yes,No,No,No,0.002713638444505352,47.12499999999999,8.625,2700.0658902020946
351,Me?tabief,0.8163507258234055,0.11083837570352777,France,Europe,26,Unknown,1420,1000,19,18,2,39,0,0,20,8,0,28,24745,Yes,No,No,No,0.0018222296363635828,46.87499999999999,6.374999999999999,2685.7419332248955
352,Vitosha-Sofia,0.7438017610607944,0.4062115886875288,Bulgaria,Europe,18,December - April,2290,726,12,6,2,20,5,0,8,5,2,15,12450,Yes,No,Yes,No,0.0017646811954549122,42.62499999999999,23.375,2442.2346646125047
353,Latemar-Obereggen-?Pampeago-?Predazzo,0.809069497586961,0.20136183507749722,Italy,Europe,47,November - April,1540,1050,9,32,7,48,3,200,6,13,3,22,36540,Yes,Yes,Yes,No,0.0015668630849612008,46.37499999999999,11.625,2657.0940192704966
354,Szczyrk-Skrzyczne,0.8675521798746444,0.3318166347166222,Poland,Europe,20,December - April,1257,524,22,7,4,33,0,0,11,4,1,16,22500,Yes,No,No,No,0.002442128093892271,49.625,19.125,2843.3054599740894
355,Mariborsko Pohorje-Maribor,0.8118451307491722,0.2718911946747166,Slovenia,Europe,31,December - March,1327,325,23,13,5,41,0,92,16,5,1,22,23436,Yes,No,Yes,No,0.0020807416007788846,46.62499999999999,15.624999999999998,2671.417976247696
356,El Colorado-?Farellones,-0.58188999647705,-1.2268183874031553,Chile,South America,64,June - October,3333,2380,25,10,15,50,5,0,21,4,0,25,21500,Yes,Yes,No,Yes,0.001579871378305368,-33.375,-70.37499999999999,-1912.2482564561258
357,Praz de Lys-?Sommand-Taninges-?Mieussy-,0.8055990991782582,0.11465905226916626,France,Europe,29,December - April,1966,1240,22,16,6,44,0,60,18,6,0,24,26205,Yes,Yes,No,No,0.0011224517254043505,46.12499999999999,6.625,2642.770062293297
358,Jahorina,0.763115669950661,0.32456512696877443,Bosnia and Herzegovina,Europe,20,Unknown,1889,920,3,19,3,25,0,0,5,5,1,11,16230,Yes,No,Yes,No,0.0017883784959031189,43.625,18.624999999999996,2499.530492521303
359,Espace Do?le-La Do?le-?Les Tuffes,0.8219518788517,0.09586507230060638,France,Europe,27,December - March,1678,1137,17,8,2,27,0,0,18,3,0,21,19380,Yes,Yes,No,No,0.0053103518476961455,47.375,5.374999999999999,2714.3898471792945
360,Myoko Akakura,0.6439045179471972,2.411686099028905,Japan,Asia,39,Unknown,1491,687,9,8,2,19,0,0,2,20,1,23,37400,Yes,Yes,Yes,No,0.0010028298590711066,36.875,138.12499999999997,2112.783654136918
361,Naeba-Mt. Naeba-,0.6430824589645611,2.420600732408722,Japan,Asia,44,December - April,1789,900,6,8,6,20,4,0,0,12,3,15,25400,Yes,Yes,Yes,No,0.0012478138531946653,36.875,138.625,2112.783654136918
362,Nozawa Onsen,0.6443265678744361,2.4166510486662998,Japan,Asia,37,November - April,1650,565,22,13,9,44,0,0,1,15,3,19,29772,Yes,Yes,Yes,No,0.0017196485425854558,36.875,138.375,2112.783654136918
363,Kreischberg,0.8214114415959666,0.24503232630388885,Austria,Europe,44,December - April,2118,868,17,16,9,42,7,110,7,4,3,14,18808,Yes,Yes,No,No,0.0018411283745157524,47.12499999999999,14.125,2700.0658902020946
364,Garmisch-Classic-Garmisch-Partenkirchen,0.8283257094311499,0.19331540679769554,Germany,Europe,43,December - April,2050,732,12,18,10,40,8,0,11,4,4,19,21090,Yes,Yes,No,No,0.0017049920648516085,47.375,11.125,2714.3898471792945
365,Carezza Ski,0.8101968161432582,0.20225657771184052,Italy,Europe,41,December - April,2337,1200,21,14,3,38,7,175,13,5,2,20,19200,Yes,Yes,No,No,0.0010239407435662258,46.37499999999999,11.625,2657.0940192704966
366,Pizol-Bad Ragaz-?Wangs,0.8199504346944999,0.16470164311127775,Switzerland,Europe,51,December - April,510,490,14,21,8,43,9,62,5,4,2,11,12786,Yes,Yes,Yes,No,0.0021217936378228885,46.87499999999999,9.374999999999998,2685.7419332248955
367,SuperBesse-Puy de Sancy,0.7942401333729999,0.04990590247777777,France,Europe,32,December - April,1850,1300,30,9,4,43,0,299,16,5,1,22,21245,Yes,Yes,Yes,No,0.0020835317242574817,45.625,2.8749999999999996,2614.1221483388986
368,Sto?ten,1.069293350600011,0.2249807005235833,Sweden,Europe,41,Unknown,830,443,26,3,3,32,0,0,17,2,0,19,19250,Yes,No,No,No,0.0019206104530101055,61.37499999999999,12.874999999999998,3516.531437902463
369,Palando?ken-Ejder 3200 World Ski Center-,0.6901552371831277,0.7490117302836,Turkey,Asia,0,November - April,3176,2200,19,11,13,43,0,0,3,11,2,16,15390,Yes,Yes,Yes,No,0.0015940168081495264,39.625,42.87499999999999,2270.347180886112
370,Fellhorn-?Kanzelwand-Oberstdorf-?Riezlern,0.8309503909391889,0.2183207810507833,Austria,Europe,45,December - April,1967,920,13,19,2,34,4,110,7,6,4,17,22076,Yes,Yes,Yes,No,0.00204370968527465,47.625,12.625,2728.713804156494
371,Idre Fja?ll,1.080176492056533,0.22397921050076108,Sweden,Europe,40,October - April,890,588,17,22,2,41,3,0,21,4,0,25,24760,Yes,Yes,Yes,No,0.0007748766393125282,61.87499999999999,12.874999999999998,3545.179351856862
372,Gro�glockner Resort Kals-Matrei,0.8204774538702777,0.22031621604444443,Austria,Europe,47,December - April,2422,933,8,22,6,36,7,0,9,5,3,17,18276,Yes,Yes,No,No,0.0020085071171461275,47.12499999999999,12.625,2700.0658902020946
373,Pamporovo,0.7268625739432805,0.4306345538679505,Bulgaria,Europe,28,December - April,1926,1620,17,6,5,28,0,130,6,7,0,13,14266,Yes,Yes,Yes,No,0.0009247823522936825,41.625,24.624999999999996,2384.9388367037072
374,Abetone-?Val di Luce,0.7702382374201387,0.1855394849503111,Italy,Europe,30,December - April,1892,1240,14,28,1,43,0,110,6,10,1,17,24056,Yes,Yes,No,No,0.00014935862171202977,44.12499999999999,10.625,2528.1784064757016
375,Gerlitzen,0.8149766170466666,0.24285069799756662,Austria,Europe,45,December - April,1000,520,10,27,3,40,7,120,10,7,1,18,22220,Yes,Yes,No,No,0.0013977284103641782,46.62499999999999,13.874999999999998,2671.417976247696
376,Paganella-Andalo,0.8055961137950943,0.19208224196565107,Italy,Europe,40,November - April,2125,1030,9,22,1,32,6,0,4,12,2,18,23996,Yes,Yes,Yes,No,0.00216030782557581,46.12499999999999,11.125,2642.770062293297
377,Melchsee-Frutt-Kerns-,0.8163687681493083,0.1443671299621781,Switzerland,Europe,44,December - April,2255,1080,20,6,10,36,0,110,5,4,2,11,14150,Yes,Yes,Yes,No,0.0025159260257116172,46.87499999999999,8.374999999999998,2685.7419332248955
378,Vall de Nu?ria,0.7399221085954554,0.03761158322784444,Spain,Europe,30,Unknown,1964,912,4,2,1,7,0,0,3,1,2,6,4840,Yes,No,No,No,0.0006238180648430996,42.37499999999999,2.125,2427.9107076353052
379,Are?ches-Beaufort-,0.7969688337986027,0.11460379119492121,France,Europe,29,December - April,2300,1050,15,20,15,50,0,45,9,5,0,14,14462,Yes,Yes,No,No,0.0012200607410482404,45.625,6.625,2614.1221483388986
380,S?pindleru?v Mly?n,0.8853287691512888,0.27238905989529444,Czech Republic,Europe,34,December - April,1235,702,8,13,2,23,0,0,17,6,0,23,21638,Yes,Yes,Yes,No,0.0017852061744345208,50.62499999999999,15.624999999999998,2900.601287882887
381,Les Mosses-?La Le?cherette,0.809763914640561,0.12395037054538333,Switzerland,Europe,31,December - April,1870,1445,10,30,0,40,0,0,14,0,0,14,10540,Yes,No,No,No,0.0005467585479768501,46.37499999999999,7.125,2657.0940192704966
382,Dizin,0.6292048830742943,0.8973697994527999,Iran,Asia,31,November - May,3506,2530,5,9,4,18,4,0,9,4,5,18,18760,Yes,Yes,No,No,0.0014755406511388779,36.12499999999999,51.375,2069.8117832053194
383,Gala Yuzawa-?Ishiuchi Maruyama,0.6449029911709555,2.42250717662965,Japan,Asia,35,December - May,1181,256,10,9,6,25,6,0,1,24,2,27,39400,Yes,Yes,Yes,No,0.0018597969531170733,36.875,138.875,2112.783654136918
384,YongPyong Resort,0.657044454614111,2.2459194446903332,South Korea,Asia,57,November - April,1438,700,2,11,10,23,0,0,1,14,1,16,27400,Yes,No,Yes,No,0.0010565925827238655,37.625,128.625,2155.7555250685164
385,Cimone-Montecreto-?Sestola-?Le Polle,0.8024990942305554,0.19308590352529442,Italy,Europe,35,November - April,1976,900,15,25,10,50,0,0,6,13,1,20,23746,Yes,Yes,No,No,0.002125824420990218,45.875,11.125,2628.446105316098
386,Luchon Superbagne?res,0.7464470723431667,0.010088373291683331,France,Europe,34,December - April,1440,635,16,10,6,32,0,180,7,5,1,13,15965,Yes,Yes,No,No,0.002034726633763422,42.87499999999999,0.625,2456.558621589704
387,High1 Resort,0.6493892375414443,2.248415298319111,South Korea,Asia,0,December - April,1367,690,4,7,9,20,0,0,1,6,4,11,26685,Yes,No,No,No,0.0016822946639007798,37.125,128.87499999999997,2127.1076111141174
388,La Parva,-0.5818153872052054,-1.2267908461308221,Chile,South America,60,June - October,3574,2653,12,20,6,38,6,0,9,4,0,13,13740,Yes,Yes,No,Yes,0.0016352412881848525,-33.375,-70.37499999999999,-1912.2482564561258
389,Le?lex-?Crozet,0.808132298458161,0.10368551632513887,France,Europe,28,December - March,900,640,16,7,4,27,0,120,15,2,2,19,16750,Yes,Yes,No,No,0.0017067820966201249,46.37499999999999,5.874999999999999,2657.0940192704966
390,Alpika Service,0.7621357015646665,0.7024389465854999,Russia,Europe,0,December - April,2228,535,10,10,5,25,0,0,1,1,7,9,18120,Yes,No,No,No,0.0022501098783711563,43.625,40.12499999999999,2499.530492521303
391,Sinaia,0.791430412213961,0.44589508926664995,Romania,Europe,32,Unknown,880,834,3,11,4,18,0,0,2,3,4,9,9864,Yes,No,No,No,0.0014393232020154774,45.375,25.624999999999996,2599.798191361699
392,Furano,0.7564595186405332,2.485053331049555,Japan,Asia,42,November - May,1202,245,15,13,2,30,0,0,2,8,2,12,12650,Yes,Yes,Yes,No,0.0005938562335023295,43.375,142.375,2485.2065355441036
393,Gourette-Eaux Bonnes-,0.7495102569834055,-0.005744388588361111,France,Europe,38,December - April,2450,1350,18,13,4,35,0,158,4,5,3,12,19660,Yes,Yes,No,No,0.0014433570750868956,42.87499999999999,-0.37499999999999994,2456.558621589704
394,Whiteface-Lake Placid,0.7743297176998749,-1.2886682684388364,United States,North America,79,November - April,1340,371,7,15,13,35,3,250,1,9,1,11,14200,Yes,Yes,No,No,0.0007107515421501225,44.37499999999999,-73.87499999999999,2542.5023634529007
395,Rauriser Hochalmbahnen-Rauris,0.8242029781848887,0.2267199807406111,Austria,Europe,43,December - April,2175,940,15,12,5,32,10,35,6,1,3,10,11927,Yes,Yes,No,No,0.0026429511588792064,47.12499999999999,12.874999999999998,2700.0658902020946
396,Hoch-Ybrig-Unteriberg-?Oberiberg,0.820509134187436,0.1533673626112436,Switzerland,Europe,46,December - April,1850,1035,15,30,5,50,5,0,8,5,1,14,16650,Yes,Yes,No,No,0.0024998469342054296,47.12499999999999,8.874999999999998,2700.0658902020946
397,Meran 2000,0.8144669516649833,0.1973464039650222,Italy,Europe,39,December - March,1609,648,12,25,3,40,5,0,3,5,2,10,9478,Yes,Yes,No,No,0.0013800135642123563,46.62499999999999,11.374999999999998,2671.417976247696
398,Na?tschen-Andermatt,0.8142306508644861,0.15049380280751626,Switzerland,Europe,44,December - March,2344,1444,8,5,8,21,0,0,1,4,2,7,13600,Yes,No,No,No,0.00047332910713511044,46.62499999999999,8.625,2671.417976247696
399,Hoshino Resorts Tomamu,0.7516387592574999,2.4894070860977777,Japan,Asia,42,Unknown,1239,520,7,7,6,20,0,0,0,10,1,11,12400,Yes,No,No,No,0.0010424085874162087,43.125,142.62499999999997,2470.882578566904
400,Albiez-Montrond,0.7891919961777333,0.11066954142094443,France,Europe,25,December - April,2200,1500,25,7,3,35,0,0,8,5,0,13,10432,Yes,No,No,No,0.0017191249791305005,45.125,6.374999999999999,2585.4742343844996
401,Tarvisio-Monte Lussari,0.8112585906601888,0.2359823933694111,Italy,Europe,35,December - April,1752,754,9,11,5,25,0,0,5,8,2,15,17354,Yes,Yes,Yes,No,0.002603296214024782,46.37499999999999,13.625,2657.0940192704966
402,Mount Parnassos-Fterolakka-?Kellaria,0.6727842742993333,0.39426327927327776,Greece,Europe,30,Unknown,2300,1600,18,15,3,36,0,0,9,3,5,17,20052,Yes,No,No,No,0.0014830770882159024,38.62499999999999,22.624999999999996,2213.051352977314
403,Moelltal Glacier-Mo?lltaler Gletscher-,0.8199634199331666,0.22777654981744444,Austria,Europe,47,June - May,2108,1222,5,7,4,16,3,45,2,5,2,9,15610,Yes,Yes,No,Yes,0.0022524319237763406,46.87499999999999,13.125,2685.7419332248955
404,Wendelstein-Brannenburg-?Osterhofen,0.8614229744365276,0.19450115491373887,Germany,Europe,35,December - March,1723,791,0,7,4,11,0,0,2,0,2,4,3250,Yes,No,No,No,0.0004709727048146121,49.375,11.125,2828.98150299689
405,Glenshee,0.9903169719498442,-0.059340013472044435,United Kingdom,Europe,33,December - April,900,650,24,10,2,36,0,6,18,3,0,21,16255,Yes,No,No,No,0.0020713526792439352,56.62499999999999,-3.3749999999999996,3244.3762553356737
406,Sulden am Ortler-Solda all'Ortles-,0.8117357283680777,0.18494867544051774,Italy,Europe,41,November - May,3250,1900,17,13,14,44,11,0,4,6,3,13,15418,Yes,Yes,Yes,No,0.0020824014760071623,46.62499999999999,10.625,2671.417976247696
407,The Summit at Snoqualmie,0.8277123087476665,-2.1191258671271664,United States,North America,67,December - April,1180,800,5,13,9,27,3,0,6,17,0,23,30400,Yes,Yes,Yes,No,0.0011333157258925032,47.375,-121.375,2714.3898471792945
408,Poiana Bras?ov,0.7958120418921221,0.4460392742850277,Romania,Europe,32,December - April,1799,1021,5,2,5,12,0,145,5,2,3,10,11038,Yes,No,Yes,No,0.0012985074837403804,45.625,25.624999999999996,2614.1221483388986
409,Hinterstoder-Ho?ss,0.8319300722187638,0.2473834196542533,Austria,Europe,44,December - April,2000,600,12,18,10,40,7,267,15,2,2,19,18464,Yes,Yes,No,No,0.0011169755793192357,47.625,14.125,2728.713804156494
410,St. Jean Montclar,0.7751310456791666,0.11084668520907777,France,Europe,28,December - April,2500,1350,25,20,5,50,0,0,10,4,0,14,13320,Yes,No,No,No,0.0007659341854169346,44.37499999999999,6.374999999999999,2542.5023634529007
411,Port del Comte,0.7359949797239055,0.027395184907677773,Spain,Europe,33,Unknown,2310,1745,20,15,5,40,0,0,11,5,0,16,13750,Yes,No,No,No,0.0012391733498909566,42.12499999999999,1.6249999999999998,2413.5867506581058
412,Ta?nndalen,1.091569248280233,0.2153040936878722,Sweden,Europe,41,Unknown,1038,743,20,15,3,38,0,0,15,2,0,17,19270,Yes,No,No,No,0.0015946309133460423,62.625,12.374999999999998,3588.151222788461
413,Feldberg-Seebuck-?Grafenmatt-?Fahl,0.8353740926160971,0.14085287754016043,Germany,Europe,35,December - April,1448,888,7,14,5,26,3,0,9,5,0,14,17624,Yes,Yes,No,No,0.0009760472886867102,47.875,8.125,2743.0377611336935
414,Pitztal Glacier-Pitztaler Gletscher-,0.8190284827491666,0.1897338845911111,Austria,Europe,48,September - May,2685,1740,3,16,0,19,4,0,3,1,3,7,10935,Yes,Yes,No,No,0.0009088263499283947,46.87499999999999,10.874999999999998,2685.7419332248955
415,Kiroro,0.6065462018511777,2.3637494010136164,Japan,Asia,42,Unknown,1180,570,8,10,10,28,0,0,0,8,1,9,13800,Yes,No,Yes,No,0.003974674740022886,34.875,135.62499999999997,1998.1919983193225
416,Tauplitz-Bad Mitterndorf,0.8303795003317249,0.24408032766819718,Austria,Europe,41,December - April,896,812,18,18,6,42,6,135,14,4,1,19,18525,Yes,No,No,No,0.002089277142445368,47.625,13.874999999999998,2728.713804156494
417,Hochoetz-Oetz,0.824173877462186,0.1923591094196872,Austria,Europe,37,December - April,1410,820,12,21,3,36,5,89,7,6,2,15,17422,Yes,Yes,No,No,0.002474054710548165,47.12499999999999,11.125,2700.0658902020946
418,Rosshu?tte-Seefeld,0.8260763257551667,0.19547445091163887,Austria,Europe,44,December - April,2064,1230,10,9,1,20,4,208,8,3,2,13,12363,Yes,Yes,Yes,No,0.0015181031468811225,47.375,11.125,2714.3898471792945
419,Malbun,0.8220950934678332,0.16769644929983887,Liechtenstein,Europe,42,December - April,2000,1600,11,9,3,23,4,16,6,3,0,9,8800,Yes,Yes,No,No,0.00048730875180233094,47.12499999999999,9.625,2700.0658902020946
420,S?pic?a?k,0.8778566334718555,0.2969095485814222,Czech Republic,Europe,23,December - April,1202,854,3,3,0,6,1,30,11,1,0,12,7390,Yes,Yes,Yes,No,0.0023959055034032243,50.37499999999999,17.125,2886.2773309056874
421,Riesneralm-Donnersbachwald,0.826876948622036,0.24618409166636943,Austria,Europe,40,December - April,1820,950,15,12,3,30,7,137,5,3,0,8,6880,Yes,No,No,No,0.00034458940595162807,47.375,14.125,2714.3898471792945
422,Berwang-?Bichlbach-?Rinnen,0.8275148388722332,0.1874784397408211,Austria,Europe,42,December - April,1743,1067,24,10,1,35,3,130,11,3,1,15,15623,Yes,No,Yes,No,0.0021433955757088866,47.375,10.625,2714.3898471792945
423,Glungezer-Tulfes,0.8239273158796833,0.2012080830449055,Austria,Europe,30,December - April,2304,950,7,15,0,22,15,2,6,2,0,8,7116,Yes,Yes,No,No,0.0022184955694118684,47.12499999999999,11.625,2700.0658902020946
424,Fanningberg,0.8229028800325665,0.23899166308926664,Austria,Europe,41,December - April,2115,1497,11,5,7,23,4,36,4,2,0,6,7162,Yes,Yes,No,No,0.001261713126572629,47.12499999999999,13.625,2700.0658902020946
425,Tamarack Resort,0.7796380247983278,-2.0267182906378665,United States,North America,59,December - April,2347,1490,12,20,10,42,0,14,2,5,0,7,8700,Yes,Yes,No,No,0.0007867125784117798,44.62499999999999,-116.12499999999999,2556.8263204301
426,Turracher Ho?he,0.818811544615036,0.24213847580810888,Austria,Europe,45,November - May,2205,1400,14,24,3,41,3,220,12,5,1,18,18268,Yes,Yes,Yes,No,0.0006896298128702377,46.87499999999999,13.874999999999998,2685.7419332248955
427,Indoor ski area Snow Arena-Druskininkai,0.9430307925038889,0.4181812685932222,Lithuania,Europe,29,Year-round,163,97,1,0,0,1,0,16,4,1,0,5,2800,Yes,Yes,Yes,Yes,0.002202949005891062,54.12499999999999,23.874999999999996,3101.1366855636793
428,Niedere-Andelsbuch-?Bezau,0.8272904316078777,0.1734443233077722,Austria,Europe,31,December - March,1715,655,5,4,1,10,0,2,5,2,1,8,6043,Yes,No,No,No,0.0011789524732323106,47.375,9.874999999999998,2714.3898471792945
429,Summit Ski Area at Mt. Hood,0.7906931560900554,-2.124860944391833,United States,North America,26,December - April,1312,1216,2,2,0,4,1,2,0,1,0,1,1200,Yes,No,No,No,0.0024487119429114712,45.375,-121.62499999999999,2599.798191361699
430,Wurzeralm-Spital am Pyhrn,0.8312646738574611,0.24986598540452773,Austria,Europe,41,December - April,1870,810,10,10,2,22,4,57,5,2,1,8,9048,Yes,No,No,No,0.0010262172276972541,47.625,14.375,2728.713804156494
431,Pra?bichl-Vordernberg,0.8293945917954555,0.2609478045033055,Austria,Europe,37,December - April,1608,1100,6,11,3,20,0,90,4,2,0,6,6624,Yes,Yes,No,No,0.002252543369904979,47.625,14.874999999999998,2728.713804156494
432,Pfelders-Moos in Passeier-,0.8167309821316777,0.19354825307092222,Italy,Europe,33,December - April,2502,1601,5,9,4,18,0,35,4,1,1,6,4300,Yes,Yes,Yes,No,0.0015230776457151028,46.87499999999999,11.125,2685.7419332248955
433,Mitterdorf-Almberg-� Mitterfirmiansreut,0.8532710981647778,0.23812545342249997,Germany,Europe,23,December - March,1139,841,2,2,1,5,2,31,9,1,0,10,6266,Yes,No,Yes,No,0.0004049242823830179,48.87499999999999,13.625,2800.333589042491
434,Lavarone,0.8018260844948137,0.19702373614303997,Italy,Europe,36,December - April,1650,1150,19,5,2,26,0,70,9,6,0,15,12040,Yes,No,No,No,0.0019001369288487052,45.875,11.374999999999998,2628.446105316098
435,Bolton Valley,0.6867081345369389,-1.3745711507191054,United States,North America,63,December - April,960,440,15,10,5,30,3,100,1,5,0,6,7200,Yes,Yes,Yes,No,0.002119570816093014,39.375,-78.875,2256.0232239089123
436,Gei�kopf-Bischofsmais,0.8538855041570611,0.22754575814407774,Germany,Europe,24,December - March,1116,835,1,5,0,6,2,16,8,1,0,9,6950,Yes,Yes,Yes,No,0.0017521511595404592,48.87499999999999,13.125,2800.333589042491
437,Donovaly-Park Snow-,0.8532540166418165,0.3359207712407389,Slovakia,Europe,26,Unknown,1361,914,5,5,0,10,2,30,23,1,1,25,13620,Yes,Yes,Yes,No,0.002138708986473124,48.87499999999999,19.125,2800.333589042491
438,Kobla-Bohinj,0.806932430989461,0.24373614641242775,Slovenia,Europe,22,December - March,1480,540,12,10,1,23,0,30,3,3,0,6,5720,Yes,No,No,No,0.002465947908516291,46.12499999999999,13.874999999999998,2642.770062293297
439,Sudelfeld-Bayrischzell,0.8320281221153277,0.21016594191059776,Germany,Europe,33,Unknown,1563,850,5,24,3,32,4,100,10,5,0,15,17477,Yes,Yes,No,No,0.0016681280467954836,47.625,12.125,2728.713804156494
440,Gru?ntenlifte-Kranzegg-Rettenberg-,0.8304703682044832,0.18013992600698886,Germany,Europe,31,December - April,1700,900,2,14,0,16,0,12,8,1,0,9,7420,Yes,Yes,No,No,0.0011958553571925256,47.625,10.374999999999998,2728.713804156494
441,Grebenzen-St. Lambrecht,0.8212412162871444,0.2501114359113672,Austria,Europe,34,December - March,1870,1010,2,9,0,11,6,25,6,1,0,7,6790,Yes,No,No,No,0.0014684318864289574,47.12499999999999,14.375,2700.0658902020946
442,Kirchdorf,0.8303506169023304,0.21619976186953607,Austria,Europe,30,December - March,780,640,3,2,0,5,1,6,3,1,0,4,3570,Yes,No,No,No,0.0008882620917157423,47.625,12.374999999999998,2728.713804156494
443,Nebelhorn-Oberstdorf,0.8276671169755166,0.18050783935721665,Germany,Europe,44,December - May,2224,828,2,5,4,11,7,30,3,2,3,8,5990,Yes,No,No,No,0.0009970278979983054,47.375,10.374999999999998,2714.3898471792945
444,Lachtal,0.8247107882831444,0.2507728699351555,Austria,Europe,41,December - April,2222,1600,7,16,2,25,3,53,8,2,0,10,10620,Yes,No,No,No,0.002141499799357162,47.375,14.375,2714.3898471792945
445,Ramsau am Dachstein-Rittisberg,0.8276092366704221,0.23724213779818332,Austria,Europe,36,December - March,1636,1035,14,10,1,25,3,40,14,1,0,15,10815,Yes,No,No,No,0.0009434686349535306,47.375,13.625,2714.3898471792945
446,Bu?rchen-?To?rbel-Moosalp,0.8072363676046665,0.1366540511896111,Switzerland,Europe,39,December - March,2550,1480,5,15,5,25,8,7,8,1,0,9,7470,Yes,No,Yes,No,0.002299537008312461,46.37499999999999,7.874999999999999,2657.0940192704966
447,Guzet,0.7465856950019166,0.022918972426583334,France,Europe,31,December - March,2100,1100,20,14,6,40,0,100,11,4,0,15,11130,Yes,Yes,No,No,0.0020336215465119123,42.87499999999999,1.3749999999999998,2456.558621589704
448,Montage Mountain Resort,0.7216880270203888,-1.3205522419614442,United States,North America,53,December - March,594,285,2,4,3,9,0,270,2,5,0,7,8800,Yes,Yes,Yes,No,0.0007841100072423899,41.375,-75.62499999999999,2370.6148797265078
449,Schetteregg-Egg,0.8275780267190999,0.17423023393413886,Austria,Europe,32,November - March,1325,1070,3,6,1,10,1,6,7,1,0,8,6642,Yes,Yes,No,No,0.002015565880008825,47.375,9.874999999999998,2714.3898471792945
450,Fichtelberg-Oberwiesenthal,0.8801537256826443,0.22610246806488332,Germany,Europe,26,December - April,1215,911,6,6,2,14,2,141,6,2,1,9,7384,Yes,Yes,Yes,No,0.0016819853135621157,50.37499999999999,12.874999999999998,2886.2773309056874
451,Bellwald,0.8102457612427943,0.14241783386023887,Switzerland,Europe,45,December - April,1600,1204,9,21,6,36,6,26,3,2,1,6,4620,Yes,Yes,No,No,0.0010462067896906547,46.37499999999999,8.125,2657.0940192704966
452,Klewenalp-?Stockhu?tte-Beckenried-?Emmetten,0.8192413883034666,0.1479018928479222,Switzerland,Europe,45,December - April,1200,436,15,25,0,40,0,0,9,3,2,14,13394,Yes,No,No,No,0.0020609311183506676,46.87499999999999,8.374999999999998,2685.7419332248955
453,Scho?neck-Skiwelt-,0.8762522827999999,0.15417056219277778,Germany,Europe,20,December - March,760,620,1,1,0,2,1,16,5,1,0,6,4324,Yes,Yes,Yes,No,0.0015836143757588892,50.12499999999999,8.874999999999998,2871.953373928488
454,Bia?ka Tatrzan?ska-Kotelnica-?Kanio?wka-?Bania,0.8620984023239054,0.35089907125528885,Poland,Europe,23,December - April,910,680,12,3,0,15,1,0,7,1,0,8,28020,Yes,Yes,Yes,No,0.0004885942686575789,49.375,20.125,2828.98150299689
455,S?trbske? Pleso,0.8572908620534611,0.35018177993583327,Slovakia,Europe,35,December - April,1840,1376,2,5,0,7,3,52,5,3,0,8,7700,Yes,Yes,No,No,0.0010702505353885649,49.12499999999999,20.125,2814.6575460196905
